"","mos_ethnicity","complainant_ethnicity"
"23189","Asian","Black"
"23190","Hispanic","Black"
"23191","Hispanic","Black"
"23192","Hispanic","Black"
"23193","Hispanic","Black"
"23194","Hispanic","Black"
"23195","Hispanic","Black"
"23196","Hispanic","Black"
"23197","Hispanic","Black"
"23198","Hispanic","Black"
"23199","Hispanic","Black"
"23200","Hispanic","Black"
"23201","White","Hispanic"
"23202","White","Hispanic"
"23203","White","Hispanic"
"23204","Hispanic","Hispanic"
"23205","Hispanic","White"
"23206","Hispanic","White"
"23207","Hispanic","Hispanic"
"23208","Hispanic","Hispanic"
"23209","Hispanic","Hispanic"
"23210","Hispanic","Hispanic"
"23211","Hispanic","Hispanic"
"23212","Hispanic","Hispanic"
"23213","Hispanic","Hispanic"
"23214","Hispanic","Hispanic"
"23215","Hispanic","Hispanic"
"23216","Hispanic","Hispanic"
"23217","White","Black"
"23218","White","Black"
"23219","White","White"
"23220","Black","Hispanic"
"23221","Black","Hispanic"
"23222","Black","Black"
"23223","Black","Black"
"23224","Black","Black"
"23225","Black",NA
"23226","White","Hispanic"
"23227","White",NA
"23228","White","Other Race"
"23229","White","Other Race"
"23230","White","Black"
"23231","White",NA
"23232","White","White"
"23233","Hispanic","Black"
"23234","Hispanic","Hispanic"
"23235","Hispanic","Hispanic"
"23236","Hispanic","Hispanic"
"23237","White","Hispanic"
"23238","White","Black"
"23239","White","Hispanic"
"23240","White","Black"
"23241","White","Black"
"23242","White","Hispanic"
"23243","White","Hispanic"
"23244","White","Black"
"23245","White","Black"
"23246","White","Black"
"23247","White","Black"
"23248","White","Black"
"23249","White","Hispanic"
"23250","White","Hispanic"
"23251","White","White"
"23252","White","Hispanic"
"23253","White","Black"
"23254","White","Black"
"23255","White","Black"
"23256","White","Black"
"23257","White","Black"
"23258","White","Black"
"23259","White","Black"
"23260","White","Hispanic"
"23261","White","Hispanic"
"23262","White","Hispanic"
"23263","White","Hispanic"
"23264","White","Hispanic"
"23265","White","Hispanic"
"23266","White","Black"
"23267","White","Hispanic"
"23268","White","Black"
"23269","White","Black"
"23270","White","Black"
"23271","White","Black"
"23272","White","Black"
"23273","White","Black"
"23274","White","Hispanic"
"23275","White","Hispanic"
"23276","White","Hispanic"
"23277","White","Hispanic"
"23278","White","Hispanic"
"23279","White","Black"
"23280","White","Hispanic"
"23281","White","Black"
"23282","White","Black"
"23283","White","Black"
"23284","White","Black"
"23285","White","Black"
"23286","White","Black"
"23287","White","Black"
"23288","White","Black"
"23289","White","Black"
"23290","White","Black"
"23291","White","Black"
"23292","White","Black"
"23293","White","Black"
"23294","White","Black"
"23295","White","Hispanic"
"23296","White","Hispanic"
"23297","White","Hispanic"
"23298","Hispanic","Unknown"
"23299","Hispanic",NA
"23300","Hispanic","Unknown"
"23301","Hispanic","Hispanic"
"23302","Hispanic","Hispanic"
"23303","Hispanic","Hispanic"
"23304","Hispanic","Hispanic"
"23305","Hispanic","Hispanic"
"23306","Hispanic","Hispanic"
"23307","Hispanic","Hispanic"
"23308","Hispanic","Hispanic"
"23309","Hispanic","Hispanic"
"23310","Hispanic","Hispanic"
"23311","Hispanic","Unknown"
"23312","Hispanic","Black"
"23313","Hispanic","Black"
"23314","Hispanic","Hispanic"
"23315","Hispanic","Hispanic"
"23316","Hispanic","Hispanic"
"23317","Hispanic","Hispanic"
"23318","Hispanic","Hispanic"
"23319","Hispanic","Hispanic"
"23320","Hispanic","Hispanic"
"23321","White","Black"
"23322","White","Black"
"23323","White","Hispanic"
"23324","White","Black"
"23325","White",NA
"23326","White","Hispanic"
"23327","White","Hispanic"
"23328","White","Hispanic"
"23329","White","Hispanic"
"23330","White","Black"
"23331","White","Black"
"23332","White","Black"
"23333","White","Black"
"23334","White","Black"
"23335","White","Black"
"23336","White","Black"
"23337","White","Hispanic"
"23338","White","Hispanic"
"23339","White","Black"
"23340","White","Hispanic"
"23341","White","Black"
"23342","White","Black"
"23343","White","Black"
"23344","White","Hispanic"
"23345","White","Hispanic"
"23346","White","Hispanic"
"23347","White","Hispanic"
"23348","White","Hispanic"
"23349","White","Hispanic"
"23350","White","Hispanic"
"23351","White",NA
"23352","White",NA
"23353","White","Black"
"23354","White","Hispanic"
"23355","White","Black"
"23356","White","Hispanic"
"23357","White",NA
"23358","White","Black"
"23359","White","Black"
"23360","White","Black"
"23361","White","Black"
"23362","White","Black"
"23363","White","Black"
"23364","White","Black"
"23365","White","Hispanic"
"23366","White","Hispanic"
"23367","White","Hispanic"
"23368","White","Hispanic"
"23369","White","Hispanic"
"23370","White","Black"
"23371","White","Black"
"23372","White","Black"
"23373","White","Black"
"23374","White","Black"
"23375","White","Black"
"23376","White","White"
"23377","White","Black"
"23378","White","Black"
"23379","White","Black"
"23380","White","White"
"23381","White","White"
"23382","White","White"
"23383","White","White"
"23384","White","Black"
"23385","White","Black"
"23386","White","Hispanic"
"23387","White","Hispanic"
"23388","White","Hispanic"
"23389","Hispanic","Hispanic"
"23390","Hispanic","Hispanic"
"23391","Hispanic","Hispanic"
"23392","Hispanic","Hispanic"
"23393","Hispanic","Hispanic"
"23394","Hispanic","Hispanic"
"23395","Hispanic","Hispanic"
"23396","Hispanic","Black"
"23397","Hispanic","Black"
"23398","Hispanic","Black"
"23399","Hispanic","Black"
"23400","Hispanic","Black"
"23401","Hispanic","Black"
"23402","Hispanic","Black"
"23403","Hispanic","Black"
"23404","Hispanic","Black"
"23405","Hispanic","Black"
"23406","Hispanic","Black"
"23407","Hispanic","Unknown"
"23408","Hispanic","Black"
"23409","White","Black"
"23410","White","Hispanic"
"23411","White","Black"
"23412","White","Unknown"
"23413","White","Black"
"23414","White","Black"
"23415","White","Black"
"23416","White","Black"
"23417","White","Black"
"23418","White",NA
"23419","White","Hispanic"
"23420","White","Hispanic"
"23421","White","Asian"
"23422","White","Asian"
"23423","White","Black"
"23424","White","Hispanic"
"23425","White","Hispanic"
"23426","White","Hispanic"
"23427","White","Hispanic"
"23428","Hispanic","Hispanic"
"23429","Hispanic","Refused"
"23430","Hispanic","Refused"
"23431","Asian","Hispanic"
"23432","Asian","Hispanic"
"23433","Asian","Hispanic"
"23434","Asian","Hispanic"
"23435","Asian","Hispanic"
"23436","Asian","Hispanic"
"23437","Asian","Black"
"23438","Asian","Black"
"23439","Asian","Black"
"23440","White","Hispanic"
"23441","White","Black"
"23442","White","White"
"23443","White","Black"
"23444","White","Black"
"23445","White","Black"
"23446","White","Black"
"23447","White","Black"
"23448","White","Black"
"23449","White","Black"
"23450","White","Black"
"23451","White","Black"
"23452","White","Black"
"23453","White","Black"
"23454","White","Black"
"23455","White","Black"
"23456","White","Hispanic"
"23457","White","Black"
"23458","White","Black"
"23459","White","Black"
"23460","White","Hispanic"
"23461","White","Black"
"23462","White","Black"
"23463","White","Black"
"23464","White","Hispanic"
"23465","White","Black"
"23466","White","Hispanic"
"23467","White","Hispanic"
"23468","White","Hispanic"
"23469","White","Other Race"
"23470","White","Other Race"
"23471","White",NA
"23472","White",NA
"23473","White","Other Race"
"23474","White","Black"
"23475","White","Black"
"23476","White","Black"
"23477","White","Black"
"23478","White","Black"
"23479","White",NA
"23480","White","Black"
"23481","White","Hispanic"
"23482","White","Hispanic"
"23483","White","Black"
"23484","White","Black"
"23485","White","Black"
"23486","White","Black"
"23487","White","Refused"
"23488","White","Black"
"23489","White","Refused"
"23490","Hispanic","Black"
"23491","Hispanic","Black"
"23492","Hispanic","Hispanic"
"23493","Hispanic","Black"
"23494","Hispanic","Black"
"23495","Hispanic","Black"
"23496","Hispanic","Black"
"23497","Hispanic","Black"
"23498","Hispanic","Black"
"23499","Hispanic","Black"
"23500","Hispanic","Black"
"23501","Hispanic","Black"
"23502","Hispanic","Black"
"23503","Hispanic",NA
"23504","Hispanic",NA
"23505","Hispanic","Black"
"23506","Hispanic","Black"
"23507","Hispanic","Black"
"23508","Hispanic",NA
"23509","Hispanic","Hispanic"
"23510","Hispanic","Black"
"23511","Hispanic",NA
"23512","Hispanic","Black"
"23513","Hispanic","Hispanic"
"23514","Hispanic","Black"
"23515","Hispanic","Black"
"23516","Hispanic","Other Race"
"23517","Hispanic","Unknown"
"23518","Hispanic","Unknown"
"23519","Hispanic","Black"
"23520","Hispanic","Black"
"23521","Hispanic",NA
"23522","Hispanic","Black"
"23523","Hispanic","Black"
"23524","Hispanic","Black"
"23525","Hispanic","Other Race"
"23526","Hispanic","Other Race"
"23527","Hispanic","Black"
"23528","Hispanic","Black"
"23529","White","Black"
"23530","White",NA
"23531","White","Black"
"23532","White","Refused"
"23533","White","Refused"
"23534","White","Refused"
"23535","White","Black"
"23536","White","Black"
"23537","White","Hispanic"
"23538","White","Black"
"23539","White","Black"
"23540","White","Black"
"23541","White","Black"
"23542","White","Black"
"23543","White","Black"
"23544","White","Black"
"23545","White","Black"
"23546","White","Black"
"23547","White","Black"
"23548","White","Black"
"23549","White","Black"
"23550","White","Black"
"23551","White","Black"
"23552","White","Black"
"23553","White","Black"
"23554","White","Black"
"23555","White","Unknown"
"23556","White","Unknown"
"23557","White","Black"
"23558","Hispanic","Black"
"23559","Hispanic","Black"
"23560","Hispanic","Black"
"23561","Hispanic","Black"
"23562","Hispanic","Hispanic"
"23563","Hispanic","Hispanic"
"23564","Hispanic","Hispanic"
"23565","Hispanic","Black"
"23566","Hispanic","Black"
"23567","Hispanic","Black"
"23568","Hispanic","Black"
"23569","Hispanic","Hispanic"
"23570","Hispanic","Black"
"23571","Hispanic","Black"
"23572","Hispanic","Unknown"
"23573","Hispanic","Black"
"23574","Hispanic",NA
"23575","Hispanic","White"
"23576","Hispanic","Hispanic"
"23577","Hispanic","Hispanic"
"23578","Hispanic","Hispanic"
"23579","Hispanic","Hispanic"
"23580","Hispanic","Hispanic"
"23581","White","Hispanic"
"23582","White","Black"
"23583","White","Black"
"23584","White","Hispanic"
"23585","White","Black"
"23586","Hispanic","Hispanic"
"23587","Hispanic","Black"
"23588","Hispanic",NA
"23589","Hispanic","Black"
"23590","Hispanic","Black"
"23591","Hispanic","Black"
"23592","Hispanic","Black"
"23593","Hispanic","Black"
"23594","Hispanic","Black"
"23595","Hispanic","Black"
"23596","Hispanic","Black"
"23597","White","Black"
"23598","White","Black"
"23599","White","Hispanic"
"23600","White","Black"
"23601","White","Black"
"23602","White","Hispanic"
"23603","White","Black"
"23604","White","Black"
"23605","Black","Black"
"23606","Black","Black"
"23607","Black","Black"
"23608","Black","Refused"
"23609","Black","Black"
"23610","Black","Black"
"23611","Black","Black"
"23612","White","Black"
"23613","White","Black"
"23614","White","Black"
"23615","Hispanic","Black"
"23616","Hispanic","Hispanic"
"23617","Hispanic","Hispanic"
"23618","Hispanic","Black"
"23619","Hispanic","Black"
"23620","Hispanic","Black"
"23621","Hispanic","Black"
"23622","Hispanic","Black"
"23623","White","Black"
"23624","White","Black"
"23625","White","Black"
"23626","White","Black"
"23627","White","Black"
"23628","White","Black"
"23629","White","Hispanic"
"23630","White","Hispanic"
"23631","White","Hispanic"
"23632","White","Hispanic"
"23633","White","Hispanic"
"23634","White","Hispanic"
"23635","White","Hispanic"
"23636","White","Hispanic"
"23637","White","White"
"23638","White","White"
"23639","White","White"
"23640","White","White"
"23641","White","White"
"23642","White","White"
"23643","White","White"
"23644","White","White"
"23645","Hispanic","Hispanic"
"23646","Hispanic","Asian"
"23647","Hispanic","Black"
"23648","Hispanic","Black"
"23649","Hispanic","Black"
"23650","Hispanic","Black"
"23651","Hispanic","Black"
"23652","Hispanic","Black"
"23653","White","Black"
"23654","White","Black"
"23655","White","White"
"23656","White","Black"
"23657","White","Black"
"23658","White","Black"
"23659","White","Black"
"23660","White","Hispanic"
"23661","White","Hispanic"
"23662","White","Black"
"23663","White","Black"
"23664","White","Black"
"23665","White","Hispanic"
"23666","White","Hispanic"
"23667","White","Hispanic"
"23668","White","Hispanic"
"23669","Black","Black"
"23670","Black","Black"
"23671","White",NA
"23672","White",NA
"23673","White","White"
"23674","White","White"
"23675","Hispanic","White"
"23676","Hispanic","Black"
"23677","Hispanic","Black"
"23678","Hispanic","Black"
"23679","Hispanic","Black"
"23680","Hispanic","Hispanic"
"23681","Hispanic","Black"
"23682","Hispanic","Black"
"23683","Hispanic","Black"
"23684","Hispanic","Black"
"23685","Hispanic","Black"
"23686","Hispanic","Black"
"23687","Hispanic","Hispanic"
"23688","White","Black"
"23689","White","Black"
"23690","White","Black"
"23691","White","Black"
"23692","White","Black"
"23693","White","Black"
"23694","Hispanic","Black"
"23695","Hispanic","Hispanic"
"23696","Hispanic","Black"
"23697","Hispanic","Hispanic"
"23698","Hispanic","Black"
"23699","Hispanic","Hispanic"
"23700","Hispanic","Hispanic"
"23701","Hispanic",NA
"23702","Hispanic","Black"
"23703","Hispanic","Black"
"23704","Hispanic","Black"
"23705","Hispanic","Black"
"23706","Hispanic",NA
"23707","Hispanic","Hispanic"
"23708","Hispanic","Hispanic"
"23709","Hispanic","Hispanic"
"23710","Hispanic","Hispanic"
"23711","Hispanic","Black"
"23712","Hispanic","Hispanic"
"23713","Hispanic","Hispanic"
"23714","Hispanic","Hispanic"
"23715","White","Hispanic"
"23716","White","Hispanic"
"23717","White","Hispanic"
"23718","White","Black"
"23719","White","Unknown"
"23720","White","Unknown"
"23721","White","Unknown"
"23722","White","Unknown"
"23723","White","Unknown"
"23724","Black","White"
"23725","Black","White"
"23726","Black","White"
"23727","Black","White"
"23728","Black","White"
"23729","Black",NA
"23730","Black","White"
"23731","Black","White"
"23732","White","Black"
"23733","Black","Black"
"23734","Black","White"
"23735","Black","White"
"23736","Black","Black"
"23737","Black","Black"
"23738","Black","Black"
"23739","Black","Black"
"23740","Black","Black"
"23741","Black","Black"
"23742","Black","Black"
"23743","Black","Black"
"23744","Black","Black"
"23745","Hispanic","Black"
"23746","Hispanic","Black"
"23747","Hispanic","Black"
"23748","Hispanic","Black"
"23749","Hispanic","Black"
"23750","Hispanic","Hispanic"
"23751","Hispanic","Hispanic"
"23752","Hispanic","Hispanic"
"23753","Hispanic","Other Race"
"23754","Hispanic","Asian"
"23755","Black",NA
"23756","Black",NA
"23757","White","White"
"23758","White",NA
"23759","White","Refused"
"23760","White","Refused"
"23761","White","Black"
"23762","White","Black"
"23763","White","Black"
"23764","White","Black"
"23765","White","Black"
"23766","White","Black"
"23767","White","Black"
"23768","White","Black"
"23769","White","Black"
"23770","White","Black"
"23771","White","Black"
"23772","White",NA
"23773","Black","Black"
"23774","Black","Unknown"
"23775","Black","Black"
"23776","Black","Black"
"23777","Black","Black"
"23778","Black","Black"
"23779","White","Other Race"
"23780","White","Other Race"
"23781","White","Other Race"
"23782","Hispanic","Unknown"
"23783","Hispanic","Unknown"
"23784","Asian","White"
"23785","Asian","Hispanic"
"23786","Asian","Hispanic"
"23787","White","Black"
"23788","Black","Black"
"23789","Black","Black"
"23790","Black","Black"
"23791","Hispanic",NA
"23792","Hispanic",NA
"23793","Hispanic","Black"
"23794","White","Black"
"23795","White",NA
"23796","Hispanic","Black"
"23797","Hispanic","Black"
"23798","Hispanic","Black"
"23799","Hispanic","Hispanic"
"23800","Hispanic",NA
"23801","Hispanic","Black"
"23802","Hispanic","Black"
"23803","Hispanic","Black"
"23804","Hispanic","Black"
"23805","Hispanic","Black"
"23806","Hispanic","Unknown"
"23807","Hispanic","Unknown"
"23808","Hispanic","Unknown"
"23809","Hispanic","Unknown"
"23810","Hispanic",NA
"23811","Hispanic",NA
"23812","Hispanic","Black"
"23813","White",NA
"23814","White",NA
"23815","White","Hispanic"
"23816","White","Hispanic"
"23817","White","Black"
"23818","White","Black"
"23819","White",NA
"23820","White","Black"
"23821","White",NA
"23822","White","Black"
"23823","White","Black"
"23824","White","Black"
"23825","White","Black"
"23826","White","Black"
"23827","White","Black"
"23828","White","Unknown"
"23829","White","Unknown"
"23830","White","Unknown"
"23831","White","Black"
"23832","White","Hispanic"
"23833","White","Black"
"23834","White","Black"
"23835","White","Black"
"23836","White","Black"
"23837","White","Black"
"23838","Black","White"
"23839","Black","White"
"23840","Black","White"
"23841","Black","White"
"23842","Black","Black"
"23843","Black","Unknown"
"23844","Black","Black"
"23845","White",NA
"23846","White",NA
"23847","White",NA
"23848","White","Other Race"
"23849","White","Asian"
"23850","White","Asian"
"23851","White","Asian"
"23852","White","Black"
"23853","White","Black"
"23854","White","Black"
"23855","White","Black"
"23856","White","Black"
"23857","White","Black"
"23858","White","Black"
"23859","White",NA
"23860","White","Black"
"23861","White","Black"
"23862","White","Black"
"23863","White","Black"
"23864","White","Black"
"23865","White","Black"
"23866","White","Black"
"23867","Hispanic","Black"
"23868","Black","Black"
"23869","Black",NA
"23870","Black",NA
"23871","Black",NA
"23872","Black",NA
"23873","Black",NA
"23874","Black",NA
"23875","Black",NA
"23876","Black","Black"
"23877","Black",NA
"23878","Black","Black"
"23879","Black",NA
"23880","Black","Black"
"23881","Black","Black"
"23882","Black","Black"
"23883","Black","Black"
"23884","Black","Black"
"23885","Black","Black"
"23886","Black","Black"
"23887","Black","Black"
"23888","Asian","Black"
"23889","Asian","Black"
"23890","Asian","Black"
"23891","Asian","Black"
"23892","Asian",NA
"23893","Hispanic","Black"
"23894","Hispanic","Black"
"23895","White","Black"
"23896","White","Hispanic"
"23897","White","Hispanic"
"23898","White","Black"
"23899","White","Black"
"23900","White","Black"
"23901","White","Black"
"23902","White","Black"
"23903","White","Black"
"23904","White","Hispanic"
"23905","White","Black"
"23906","Hispanic","Black"
"23907","Hispanic","Black"
"23908","Hispanic","Black"
"23909","Hispanic","Unknown"
"23910","Hispanic","Black"
"23911","Hispanic","White"
"23912","Hispanic","White"
"23913","Hispanic","White"
"23914","Hispanic","White"
"23915","Hispanic","White"
"23916","Hispanic","White"
"23917","White","Black"
"23918","White",NA
"23919","White",NA
"23920","White","Black"
"23921","White","Black"
"23922","White","Black"
"23923","White","Black"
"23924","White","Black"
"23925","White","Black"
"23926","White","Black"
"23927","White","Black"
"23928","White","Black"
"23929","White","Black"
"23930","White","Black"
"23931","White","Black"
"23932","White","Black"
"23933","White","Black"
"23934","White","Black"
"23935","White",NA
"23936","White","Black"
"23937","White","Black"
"23938","White","Black"
"23939","White","Hispanic"
"23940","Hispanic","Hispanic"
"23941","Hispanic","Hispanic"
"23942","Hispanic","Hispanic"
"23943","Hispanic","Hispanic"
"23944","Hispanic","Hispanic"
"23945","Hispanic","Unknown"
"23946","Hispanic","Hispanic"
"23947","Hispanic","Hispanic"
"23948","Hispanic","Black"
"23949","Hispanic","Black"
"23950","Hispanic","Black"
"23951","Hispanic","Hispanic"
"23952","Hispanic","Hispanic"
"23953","Hispanic","Hispanic"
"23954","Hispanic","Hispanic"
"23955","Hispanic",NA
"23956","Hispanic","Hispanic"
"23957","White","Black"
"23958","White","Black"
"23959","White","Black"
"23960","White","Black"
"23961","White","Black"
"23962","White","Black"
"23963","White","Other Race"
"23964","White","Other Race"
"23965","White","Other Race"
"23966","White","Black"
"23967","White","Hispanic"
"23968","White","Hispanic"
"23969","White","Black"
"23970","White","Black"
"23971","White","Black"
"23972","Hispanic",NA
"23973","Hispanic","Asian"
"23974","Hispanic","White"
"23975","Hispanic","White"
"23976","Hispanic","White"
"23977","Hispanic","White"
"23978","Hispanic","White"
"23979","Hispanic","White"
"23980","Hispanic","Hispanic"
"23981","Hispanic",NA
"23982","Hispanic",NA
"23983","Hispanic","Unknown"
"23984","Hispanic","White"
"23985","White","Black"
"23986","White","Black"
"23987","White",NA
"23988","White",NA
"23989","White",NA
"23990","White","Black"
"23991","White","Black"
"23992","White","Black"
"23993","White","White"
"23994","White","White"
"23995","White","White"
"23996","White","Hispanic"
"23997","White",NA
"23998","White",NA
"23999","White","Hispanic"
"24000","White","Hispanic"
"24001","White","Hispanic"
"24002","White","Hispanic"
"24003","White","Black"
"24004","White","White"
"24005","White","Black"
"24006","White","Hispanic"
"24007","White",NA
"24008","White","Hispanic"
"24009","White","Hispanic"
"24010","White","Hispanic"
"24011","White","Black"
"24012","White","Asian"
"24013","White","Asian"
"24014","White","Asian"
"24015","White","White"
"24016","White","White"
"24017","White","White"
"24018","White","Black"
"24019","White","Black"
"24020","White","Black"
"24021","White","Other Race"
"24022","White","Other Race"
"24023","White","Hispanic"
"24024","White","Hispanic"
"24025","White","Black"
"24026","White","Black"
"24027","White","Black"
"24028","White","Black"
"24029","White","Black"
"24030","White","Black"
"24031","White","Black"
"24032","White","Black"
"24033","White","Black"
"24034","White","Black"
"24035","White","White"
"24036","White","White"
"24037","White","White"
"24038","White","White"
"24039","White",NA
"24040","White","White"
"24041","White","White"
"24042","White","White"
"24043","White","White"
"24044","White","White"
"24045","White","White"
"24046","White","White"
"24047","White","White"
"24048","White","White"
"24049","White","White"
"24050","White","White"
"24051","White","White"
"24052","White","Hispanic"
"24053","White","Hispanic"
"24054","White","Hispanic"
"24055","White",NA
"24056","White","White"
"24057","White","White"
"24058","White","White"
"24059","White",NA
"24060","White","Other Race"
"24061","White","Other Race"
"24062","White","Black"
"24063","White","Black"
"24064","White","Black"
"24065","White","Black"
"24066","White","Black"
"24067","White","White"
"24068","White","White"
"24069","White","Black"
"24070","Hispanic","Black"
"24071","Hispanic","White"
"24072","Hispanic","White"
"24073","Hispanic",NA
"24074","Hispanic","White"
"24075","White","White"
"24076","White","White"
"24077","White","White"
"24078","White","Hispanic"
"24079","White","Hispanic"
"24080","White","Hispanic"
"24081","White","Hispanic"
"24082","White","Hispanic"
"24083","White","Hispanic"
"24084","White","Hispanic"
"24085","White","Hispanic"
"24086","White",NA
"24087","White","Hispanic"
"24088","White","Hispanic"
"24089","Hispanic","Black"
"24090","Hispanic","Black"
"24091","Hispanic","Black"
"24092","Hispanic","Black"
"24093","Hispanic","Hispanic"
"24094","Hispanic","Hispanic"
"24095","Hispanic",NA
"24096","Hispanic","Unknown"
"24097","Hispanic","Unknown"
"24098","Hispanic","White"
"24099","Hispanic",NA
"24100","Hispanic","Black"
"24101","Hispanic","Black"
"24102","White","Black"
"24103","White","Black"
"24104","White","Black"
"24105","White","Black"
"24106","White","Black"
"24107","White","Black"
"24108","White","Black"
"24109","White","Black"
"24110","White",NA
"24111","White","Black"
"24112","White","Black"
"24113","White","Black"
"24114","White","Black"
"24115","White","Black"
"24116","White","Black"
"24117","White",NA
"24118","White",NA
"24119","White",NA
"24120","White",NA
"24121","White","Hispanic"
"24122","White","Hispanic"
"24123","White",NA
"24124","White","White"
"24125","White","White"
"24126","White","White"
"24127","White","White"
"24128","White","White"
"24129","White","White"
"24130","White","White"
"24131","White","White"
"24132","White","Black"
"24133","White","Black"
"24134","White","White"
"24135","White","White"
"24136","White","Black"
"24137","White","White"
"24138","White","White"
"24139","White","White"
"24140","White","White"
"24141","White","Hispanic"
"24142","White",NA
"24143","White","Refused"
"24144","White","Refused"
"24145","White","White"
"24146","White","White"
"24147","White","White"
"24148","White","White"
"24149","White","White"
"24150","White","White"
"24151","White","Hispanic"
"24152","White","Hispanic"
"24153","White",NA
"24154","White","Black"
"24155","White",NA
"24156","White","Hispanic"
"24157","White","White"
"24158","White","White"
"24159","White","White"
"24160","White","White"
"24161","White","White"
"24162","White","White"
"24163","White","White"
"24164","White","White"
"24165","White","Black"
"24166","White","Black"
"24167","White","Black"
"24168","White","Black"
"24169","White","White"
"24170","White","Hispanic"
"24171","White","Hispanic"
"24172","White","Hispanic"
"24173","White","Black"
"24174","White","Black"
"24175","White",NA
"24176","White","Hispanic"
"24177","Hispanic","Black"
"24178","Hispanic","Hispanic"
"24179","Hispanic","Hispanic"
"24180","Hispanic","Hispanic"
"24181","Hispanic","Hispanic"
"24182","Hispanic","Hispanic"
"24183","Hispanic","Hispanic"
"24184","Hispanic",NA
"24185","Hispanic",NA
"24186","White","Unknown"
"24187","White","Unknown"
"24188","White","Unknown"
"24189","White","Black"
"24190","White","Black"
"24191","White",NA
"24192","Hispanic",NA
"24193","Hispanic","Black"
"24194","Hispanic","Black"
"24195","Hispanic","Black"
"24196","Hispanic","Black"
"24197","Hispanic","Black"
"24198","Hispanic","Black"
"24199","Hispanic","Black"
"24200","Hispanic","Black"
"24201","Hispanic","Black"
"24202","Hispanic","Black"
"24203","Hispanic","Black"
"24204","Hispanic",NA
"24205","Hispanic","Hispanic"
"24206","Hispanic","Hispanic"
"24207","Hispanic","Hispanic"
"24208","Hispanic","Black"
"24209","Hispanic","Black"
"24210","Hispanic","Black"
"24211","Hispanic","Black"
"24212","Hispanic","White"
"24213","Hispanic","Unknown"
"24214","Hispanic","Unknown"
"24215","Hispanic","Black"
"24216","Hispanic","Black"
"24217","Hispanic",NA
"24218","Hispanic","Black"
"24219","Hispanic","Black"
"24220","Hispanic",NA
"24221","Hispanic","Black"
"24222","Hispanic",NA
"24223","Hispanic","Black"
"24224","Hispanic","Black"
"24225","Hispanic","Black"
"24226","Hispanic","Black"
"24227","Hispanic",NA
"24228","Hispanic",NA
"24229","Hispanic","Black"
"24230","Hispanic","Black"
"24231","Hispanic","Black"
"24232","Hispanic",NA
"24233","White","Black"
"24234","White","Black"
"24235","White","Black"
"24236","White","Black"
"24237","White","Black"
"24238","White","Hispanic"
"24239","White","Hispanic"
"24240","White","Hispanic"
"24241","White","Hispanic"
"24242","White","Black"
"24243","White","Hispanic"
"24244","White","Black"
"24245","White","Black"
"24246","White","Black"
"24247","White","Black"
"24248","White","Black"
"24249","White","Black"
"24250","White","Black"
"24251","Hispanic","Hispanic"
"24252","Hispanic","Hispanic"
"24253","White",NA
"24254","White","Hispanic"
"24255","White",NA
"24256","White",NA
"24257","White","Black"
"24258","White",NA
"24259","White","Black"
"24260","White","Black"
"24261","White","Black"
"24262","White","Black"
"24263","White","Black"
"24264","White","Black"
"24265","White",NA
"24266","White",NA
"24267","White",NA
"24268","White",NA
"24269","White",NA
"24270","White",NA
"24271","White","Black"
"24272","White","Black"
"24273","Black","Other Race"
"24274","Black","Hispanic"
"24275","White","Black"
"24276","White","Hispanic"
"24277","White","Black"
"24278","White","Black"
"24279","White","Black"
"24280","White","Black"
"24281","White","Black"
"24282","White","Black"
"24283","White","Black"
"24284","White","Asian"
"24285","Hispanic","Black"
"24286","Hispanic","Black"
"24287","Hispanic","Black"
"24288","Hispanic","Hispanic"
"24289","Hispanic","Hispanic"
"24290","Hispanic","Hispanic"
"24291","Hispanic","Black"
"24292","Hispanic","Black"
"24293","Hispanic","Hispanic"
"24294","Hispanic","Hispanic"
"24295","Hispanic","Black"
"24296","Hispanic","Hispanic"
"24297","Hispanic","Hispanic"
"24298","Hispanic","Hispanic"
"24299","Hispanic","Hispanic"
"24300","Hispanic",NA
"24301","Hispanic","Hispanic"
"24302","Hispanic","Hispanic"
"24303","Hispanic",NA
"24304","Hispanic","Hispanic"
"24305","Hispanic","Hispanic"
"24306","Hispanic","Hispanic"
"24307","Hispanic","Black"
"24308","Hispanic","Black"
"24309","Hispanic","Black"
"24310","Hispanic","Black"
"24311","Hispanic","Black"
"24312","Hispanic","Black"
"24313","Hispanic","Hispanic"
"24314","Hispanic",NA
"24315","White","Black"
"24316","White","Black"
"24317","White","Black"
"24318","White","Black"
"24319","White","Black"
"24320","White","Black"
"24321","White","Black"
"24322","White","Black"
"24323","White","Black"
"24324","White","Black"
"24325","White","Black"
"24326","White","Black"
"24327","White","Black"
"24328","White","Black"
"24329","White","Black"
"24330","White","Black"
"24331","White",NA
"24332","White","Black"
"24333","White","Black"
"24334","White","Black"
"24335","White","Black"
"24336","White","Black"
"24337","White","Black"
"24338","White","Black"
"24339","White",NA
"24340","White","Hispanic"
"24341","White",NA
"24342","White","Black"
"24343","White",NA
"24344","White","Black"
"24345","White","Black"
"24346","White","Black"
"24347","White","Black"
"24348","White","Black"
"24349","White","Black"
"24350","White","Black"
"24351","White","Black"
"24352","White","Black"
"24353","White","Black"
"24354","White","Black"
